Height;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50
419;20753300;20217100;22334500;21377500;21455800;20799100;20328000;20681600;20595000;21166900;20748200;20470600;20449200;20388700;20326500;20262100;20298400;20883000;20290900;20271700;24080800;20997800;20867100;20845000;20410500;20281200;20281300;20443000;26723400;20895300;20671300;20451600;20270000;20152200;20311700;20137500;20267900;20154100;20200600;20169700;20331600;20370800;20267900;20177900;21560800;25361500;23544800;21333100;21163900;21004300
417;15569400;16631300;17608600;15677600;14990500;15726400;15888100;15594100;15530000;15490900;15210000;14643000;14867000;16551500;14929600;14594500;14540700;14412300;14301500;14270700;14368700;14284700;14154700;17828100;14730400;14608000;14556500;14450000;14317400;14178200;14121200;14193300;14049500;14136800;14367800;14054300;14057500;16518600;14993700;14573400;14541500;14419500;14303400;14205300;14136600;14317300;14236500;14123600;14066400;14146700
415;21322200;20121900;20065400;21811300;21151200;20580000;20313500;20145200;20033000;19954400;19980000;19873100;19899300;19819900;19851600;19819900;22466600;20741200;21560700;20278400;20107600;19862800;22178800;21092200;20058700;19990900;19888700;19962000;25215200;20599800;20494300;20324800;19885300;19890800;20424500;19837400;19819300;19917800;19945200;19887400;20013400;22178000;21350500;20625600;20434400;20184200;19878600;20088900;19920200;19891100
413;20634200;19812900;22722800;19617200;19387800;19442700;19544200;21664200;20047600;19948600;21820300;20202500;19765900;19799100;19768300;20044300;20584400;19643300;20928400;19733600;27322500;20333600;20089400;19376300;19556400;21669900;23201300;20519500;20282600;21094200;19495700;19471600;19468400;19403700;19445100;20338600;19577100;19471900;19574400;19344300;20322700;19486100;21969900;20464200;20017800;19934900;20258900;20497600;19490800;20289600
411;15116800;13450600;13259900;13221300;14930400;14759100;13657900;13430600;13301700;13269400;13098000;13032900;12948500;12934900;12833600;12770300;12743500;13003500;13071600;12859100;12865300;12889600;12794100;12805000;12845200;14589300;13505700;13278100;13145500;13209400;13093500;13049600;12949100;12789200;12841400;12787800;15341500;13581500;13257200;13378600;13180200;13045900;12932000;12879900;12777100;12844500;12910300;12851700;12880400;12875200
409;19497900;19174500;19046500;19035000;19125600;19011600;19224200;19153000;19125600;22575000;19779300;19610200;19662100;19504500;19105500;23164800;19870700;19765600;19546900;19360000;19137000;19108200;19255300;19218600;19045000;19099000;19164700;19113100;19169300;19144900;19175300;19801400;19225500;19253700;19278800;19230500;22779900;19837400;19810700;19532100;21678100;20414700;19887900;19718800;19393900;19179100;19161400;19086800;19243400;19575100
407;19608500;19384300;19032100;19086500;19137300;19114600;19094700;19389700;19148100;19191500;19260100;19420900;22249100;19740700;22350500;23384500;19788200;19601700;19397600;19433500;19171500;19083700;19238200;19145000;19244600;19225700;19108500;19031300;19165900;19567000;19338300;19179700;20467600;20113100;19786300;19595300;19381300;19327000;22855500;22274300;20588200;19748800;19478400;19318900;19238500;19077100;19061200;19033000;18998300;19169700
405;19049700;18775600;18760100;18757300;18798000;18828600;18777300;18754700;18811100;19105800;18756300;18815800;18802300;18719800;20780400;19519500;22446400;19516900;19421400;19307500;19268000;19056600;18833700;18681300;18706800;18701800;18722700;18739000;18769000;18662100;18682600;18729100;18740300;18685000;18715800;18958900;18741700;18724400;18693600;18704300;21142300;20180200;20205300;19412500;19228100;19155600;18868100;18768800;18776200;18789300
403;19496400;18845400;18708600;18815800;18705200;18719500;18884500;18974600;18527100;18593300;18601500;19019800;18638900;18703600;18643000;21746600;19331400;19623900;20856500;19496100;19361800;19479600;18955500;18743600;18747400;18650900;18593900;18598500;18854900;19087600;18683800;18669000;19872500;18844500;18983400;18724300;18699100;18650500;18719300;18633900;18654500;19394000;20545300;19495200;19252700;19647500;19180800;21621700;19374100;19479400
401;19319000;18402900;18488200;18307100;18404700;18318200;18308100;18339900;18336500;18347700;18257500;18345300;18420300;18376000;18233900;18351900;20712500;19199300;20107000;19071300;18582100;18301300;18342000;21028300;19264000;19644400;18667400;18564800;18502200;18467800;18569400;18402000;18234700;18959800;18428100;18400600;18321900;18335700;18546200;18407900;18381900;18376300;18466600;20744400;18858100;18846300;18647400;18464300;18424200;18306800
399;21361400;18767100;18698700;18472000;18339400;18233600;18210200;18198000;18229100;18241600;18373900;18191100;18239200;18168500;18335700;18279600;18217700;18302300;18452500;24833600;23547400;19219900;19042600;19089300;18687400;18450600;18230500;18276000;21523500;18880400;18754600;18605600;18553800;18351400;18366300;18641000;18456800;18283400;18283800;18230400;18341900;18335100;18210200;18440800;18257900;23100900;18953800;18842000;18544400;18425500
397;18215400;17532500;17564900;18269200;17393600;24863300;18470500;18122500;17953700;17785100;18147400;17632300;17683600;17506700;18071000;17629500;17627900;18002900;17587800;17529600;21314300;21782600;18356800;18789400;18025400;18013200;17622300;17680300;17485200;17474400;17455100;17703600;17537400;17672100;22681800;18939500;19811700;18294800;18209100;17732900;19574700;18191900;18262600;17986500;19475900;17904600;17515200;23942900;18669500;18198400
395;18941800;18364100;18086700;17939100;18128500;17833900;17818800;18094500;18187600;18654200;18467100;24675300;19097100;19042100;18582800;18145500;18089200;18400100;17941600;17855300;17933700;17864300;21413200;20975200;19146400;18609200;18233100;18208600;18263100;17967100;17898500;18298100;18125900;18000700;18017700;18673000;18077200;18078500;18156200;19029500;21279100;18862100;18622400;18467400;18230200;17940100;18177200;17947500;18073400;20356200
393;18515700;18317900;18024300;17848700;17979000;17989500;18156300;17912800;17968900;17792400;18067200;17936700;17742800;17929500;18039300;18160600;18192100;21411300;18735900;18299000;17979600;17734700;17875000;17886800;18107100;18617500;22392000;18695200;18928700;18383500;17952500;17684500;18799400;20223500;18357100;18181600;18217600;18085300;18568500;17730900;17668100;17925900;17863600;17841700;18072400;20458300;20047700;18831200;18261200;18131800
391;19731800;19139300;18276200;18164000;18011200;17553600;17373600;17529600;17520300;17615100;17539100;17468600;17427100;17491300;17578100;17787600;17436300;17435000;17635300;17605100;17865200;17759400;17653700;18907300;19245100;18376400;18009000;17812400;17620600;21147400;18335600;18058400;18131900;17689700;17754000;17454400;17774000;17532500;17480600;17462500;18325600;17664900;17769100;17400600;17341700;17515600;17699400;17620700;17515800;17495700
389;17860800;19238400;18228200;18160400;18117200;19893200;18313800;18257400;18145100;17894300;17752400;17582200;17445100;18074300;17750300;17412700;17558600;17453600;17517500;17417700;17425200;17555200;17422500;17535600;17492600;17615700;17567900;17524800;17479000;17436300;17469200;17813000;20309500;18499900;22491600;18312300;18155500;17862900;17834600;17522000;17506600;17497300;17744600;17791200;17979500;17702400;17755200;17713800;17722300;19263700
387;17934900;17396000;17374300;17271400;17416700;17332900;17698200;17363400;17382000;21090000;18656600;18137400;18025700;17921200;17846700;17622000;17423200;17601700;17286500;17499100;17348900;17264500;17178500;17242900;17209300;17284600;17243900;17302000;17287600;17331400;17252400;17242600;17233600;17370700;17334300;17373800;18194000;17488500;22003900;20792900;18353400;18121200;17839000;17724400;17679000;22120800;18172900;17862600;17975600;17944900
385;17418800;16959000;16971500;16864400;16933600;16873600;18602200;17798900;17623900;17530200;17418300;17402300;17080300;16948800;20479600;18165700;17633900;19538200;17551500;17460700;17323300;17295500;17114600;17029700;16977700;16910300;16787700;16785900;16784400;16725700;16878600;16820000;16834100;17054900;16937000;16851100;16844700;16830600;16832200;16852900;17502300;16896600;16990600;20442100;17590800;17513000;17595500;18916100;17647600;17522500
383;10136300;9660300;9643800;9381200;9383000;9373200;9403400;9532700;10096500;9876000;9437200;9374000;9366000;9578300;9375800;9396000;9386600;9390800;9465000;9497000;9362900;9517000;9520400;9610700;9537500;9540400;9571500;9395500;9434200;9337300;9395300;9339500;9440300;9427800;9443400;9568000;11805600;10029100;9836900;9937300;9770300;9666800;9650400;9672800;9562500;9619300;9420900;11298300;9908500;9792100
381;18539500;17008700;16780400;16579300;16691200;16599000;16738500;16648100;16781500;17200000;16886000;16693000;16628100;17055500;16710700;16582200;16703800;16897000;16930600;16744300;21959200;20690100;17955500;17249300;17007700;17254800;16663200;16913000;21853800;17476400;17345900;17258800;16943500;17132200;16754000;16539700;16700700;16651800;16635600;16771300;16728800;17144200;16946300;16778600;16596800;16534700;16643500;16492600;19064100;17562700
379;17080000;16654500;16525600;16464400;16470900;16407500;16414900;18719300;17724600;17748200;16921700;16403000;16395500;16423000;16395200;16480000;16489000;16971400;16369000;16416100;16572200;16491800;16412900;16425700;16389800;16419600;20057800;18144200;17953900;18022500;17217300;17025700;16883400;16423000;16457700;16381500;16463700;16377200;18075300;17392900;17048600;17628200;17071800;16790800;16628800;16679400;16495800;16978500;16579700;16637900
377;15885300;14890600;14821600;14737800;16707300;15710600;15408200;15469000;15293200;15108300;14959300;14899200;14895700;14819400;14775000;14818400;14971700;15128600;14922500;14927500;16950000;15498100;15499800;15362300;15246900;15112300;14964200;14877300;14845100;14779300;14795000;14842600;14801300;14821900;14857200;14857600;14779800;14904900;17734300;16037300;15564100;15411200;15285900;15220300;14995400;14937500;14865200;14838300;14890600;14902300
375;16211000;15724100;15590100;17634500;16153700;16100400;17147700;16142900;15894100;15738000;15966500;15898800;16327600;15696300;15680600;15707900;15597100;15616700;18398900;18962200;17213400;16314500;16164400;15849800;15726300;16181500;15777100;15751200;15707600;15729500;15868900;15665400;15816600;15723200;15605100;15691100;19012200;16549900;16302700;16119500;16058600;15997900;15721900;15625300;15680100;15633800;15905000;15662700;15757300;21181300
373;14877400;14508600;14386200;14444700;14454200;14375900;14624000;14369700;14385800;14435500;14475000;14784900;14809200;14495900;14383300;14595600;14433300;14407600;14450100;17467200;15108900;15291500;17406300;15238100;15298900;15002900;14782800;15412600;15124600;14482200;18041100;16022200;15315300;15032300;14918300;14701400;14555500;14416800;14367600;14390700;14453500;14369700;14980200;14514500;14709500;14677100;14512000;14395200;14462500;14438400
371;16466700;15792900;18147100;16332700;16358600;16217900;16224200;15835600;15823800;15735000;15849900;15849700;18368100;16538800;18127400;16518900;16489900;16213000;16439300;15992600;15929200;15888600;15841400;15735800;15869400;15845600;15786600;15781800;15779900;15824200;15853000;15912500;15830500;15782800;15856700;18279000;16346500;16435700;16216100;16125000;15927100;16136800;18686800;16465200;16294900;16253100;15951100;15843200;15999900;15844500
369;16033200;15768600;15733700;15692700;15741300;15636600;15557700;15723700;15727700;15614900;15585100;15655600;15686300;15727000;15815800;15726200;15812800;18001300;16213400;16545000;16029900;17613500;16802500;16254900;16149000;16011300;15838300;15953100;16305900;15773600;15748900;15710000;16354500;15854600;15860400;15663800;15708700;15720200;15786400;15830400;15706100;15686300;15779600;15689100;15732300;15996800;15797000;15578400;15945200;17603900
367;11436900;11313800;11203500;13115500;11992500;11506000;11536700;11264200;11227800;11161200;11062900;10972300;10969700;10901200;10880400;10806000;10842800;11003000;11019400;10965900;11234700;10972800;10907100;10805800;10873100;10863900;10905300;10869400;10841300;10914700;10876200;10861000;10951100;10856700;10839600;10890900;10872800;10901300;10840000;10863200;10888400;10860600;10845000;10945200;10869700;13528700;11502100;12033300;13338800;12395300
365;15961700;15538000;15474000;15452100;15376900;15390200;15377100;15911200;15809600;15734900;15783000;17535700;15550000;15456200;15404000;15363600;15413300;15539600;15476900;15725000;15416500;15428900;15742600;15768500;15406900;15925400;15515900;15369600;17862700;16423300;16066800;16045400;15844500;15646800;15503400;39955000;15433000;15444500;15608300;15487600;15500600;15894000;15602100;15627500;15586200;15457500;15459700;15388900;15381900;15422200
363;16101600;15357500;15121000;15098300;15399500;15076300;15114400;19970500;16618100;18320600;15975000;15647800;16475800;15847100;15636600;16022700;15492400;16014800;15164600;15157800;15220300;15244600;15129300;15046300;15377200;15591200;15507100;15374200;15367500;15060200;15027800;15018500;15158500;15080800;15132300;15115500;15698800;15171600;15230600;17295100;16405300;15751400;17415000;16510700;15659700;15589400;15376500;15290700;15172200;15449700
361;15437100;14697700;14470000;15187200;14651800;14580400;14462200;14503100;14601800;14516400;14461800;14421000;14447000;14424200;14591000;14518300;14520300;14440700;14385400;14733400;17242000;15258700;14988300;15020300;14811000;14584000;16370300;15212400;14991100;15010800;14939200;14648500;14559500;14480300;14419600;14440200;14425600;14440700;14340900;14441100;14344100;14371600;14464100;14405900;14419900;14449300;16715400;15001900;14956500;14706600
359;15663300;16565600;16709400;15418200;15629300;15460500;15243500;14955300;14939600;16685400;15930700;15420300;15875700;15600500;15161500;15093400;15047000;14891500;14868000;14962800;15031100;14916400;14895300;14930400;14950800;14935100;14885100;14969400;14978100;14907700;14897500;14798300;14900300;14919600;15164200;18093000;18663400;15743200;15388100;15113700;15101700;14986400;14934600;14903000;14932400;19463700;15744400;15391600;15376600;15136800
357;15222600;14808600;14857600;14768000;14735700;14742600;14765600;14925800;14755200;14790500;14768100;14757100;14959400;14774400;14825900;14792400;15371100;17682500;15311100;15307600;15537900;15184700;15055700;14925800;14816300;14773600;14908500;14785200;16660900;15637700;15277000;15234700;15112500;15004900;14972600;14916000;14760600;14788000;14779100;14761100;14653300;14754600;14730400;14790600;14772800;14791000;14825000;14689600;14934000;17268200
